id_curriculo_componente;id_curriculo;id_componente_curricular;semestre_oferta;tipo_vinculo_componente;nivel_ensino;id_componente;tipo_componente;codigo;nivel;nome;unidade_responsavel;ch_teorico;ch_pratico;ch_estagio;ch_total;ch_dedicada_docente;ch_ead;cr_max_ead;permite_horario_flexivel;qtd_unidades;procedimentos_avaliacao;equivalencia;pre_requisito;co_requisito;ementa;bibliografia;objetivos;conteudo;competencias_habilidades;referencias;ano_programa;periodo_programa;modalidade;curso_componente;relacao_BES;relacao_BCC;relacao_BTI_L;relacao_BIA
133795035;133795010;21764;0;OPTATIVO;GRADUAÇÃO;21764;DISCIPLINA;DIM0410;G;TREINAMENTO PARA COMPETICOES DE PROGRAMACAO;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;60;0;0;60;0;0;20;false;3;;;ECT1203 OU DCA0800 OU DIM0321 OU DIM0108 OU TAD0002 OU IMD1012 OU DIM0133 OU DIM0151 ;;Programação em C++ e a STL. Listras, pilhas e filas. Fiilas de prioridades, dicionários e conjuntos. Cadeias. Ordenação e busca. Aritmética e álgebra. Teoria dos números. backtracking.;;"Objetivos: 
A disciplina visa apresentar aos alunos de cursos de formação na área 
de computação o mundo das competições de programação. Essas 
competições de programação são promovidades por entidades acadêmicas e 
comerciais e visam estimular a aprendizagem de técnicas de codificação 
e de resolução de problemas através de um ambiente de competição 
sadia. A disciplina coloca os alunos em condições de competições reais 
para evidenciar as qualidades requeridas: capacidade de concentração, 
de trabalho em equipe, conhecimentos básicos 
e avançados de técnicas de programação, domínio de uma linguagem de 
programação, preocupação com a complexidade das soluções 
desenvolvidas. A disciplina visa também desenvolver essas qua";"Conteúdo: 
Elementos de C++ : strings, iteradores, vetores, algoritmos, objetos 
função, entradas e saídas, tokenização, formatação, pair, map, set. 
Representação e composição de números inteiros com tamanho arbitrário. 
Elementos de combinatória. 
Testes de primalidade, fatoração. 
Algoritmos em grades. 
Elementos de geometria computacional 
Técnicas algorítmicas: Programação dinâmica; branch & bound; 
backtracking; memoização. 

";;;2024;1;Presencial;;optativa;optativa;optativa;optativa
133798108;133797961;52791;0;OPTATIVO;GRADUAÇÃO;52791;MÓDULO;IMD0409;G;DESENVOLVIMENTO DE SISTEMAS WEB II;INSTITUTO METROPOLE DIGITAL;30;30;0;60;0;0;20;true;3;;( DIM0547 ) ;;( IMD0404 ) ;"Padrão Model-View-Controler: interface com usuário, negócio e dados; Arquitetura de multicamadas e middleware; Programação da parte servidor; Desenvolvimento Web MVC, preferencialmente com framework JSF; Processamento de Negócio, preferencialmente com EJB e/ou Spring; Serviços Web.";;"- Introduzir os conceitos e características associado ao
desenvolvimento de uma aplicação corporativa
- Apresentar uma plataforma de desenvolvimento de aplicações
corporativas, incluindo ferramentas de desenvolvimento (frameworks), e
servidores de aplicação
- Capacitar o aluno para aplicação de boas práticas em arquiteturas de
aplicações corporativas baseado no uso de padrões de arquitetura e de
projeto
- Apresentar ao aluno um processo de desenvolvimento ágil aplicado no
contexto de aplicações corporativas
- Capacitar o aluno para o desenvolvimento de aplicações corporativas
usando tecnologias modernas
";"- Introdução a aplicações corporativas (Histórico, Arquitetura de
referência em camadas, Padrão MVC)
- Componentes de software
- Plataforma de desenvolvimento para sistemas corporativos (JavaEE)
- Servidores de Aplicação e Deploy
- Ferramentas para Camada de Apresentação (Tecnologias: Servlets, JSP, JSF)
- Ferramentas para Camada de Negócio (Tecnologias: EJB - Enterprise Java
Beans)
- Ferramentas para Camada de Acesso a Dados (integração)
- Mapeamento O/R (JPA)
- Padrões de projeto arquiteturais (corporativos)
- Introdução a Serviços Web";;;2024;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;equivalente;equivalente;optativa;naodefinido
119146037;510230607;62791;0;OPTATIVO;GRADUAÇÃO;62791;DISCIPLINA;DCT4303;G;TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO II;DEPARTAMENTO DE COMPUTAÇÃO E TECNOLOGIA;30;30;0;60;0;0;20;false;3;;;( ( BSI1202 ) OU ( DCT1202 ) ) ;;Conteúdos flexíveis, definidos pelo professor, considerando a especificidade e o contexto temporal em que a disciplina será oferecida.;;Os componentes curriculares denominados TÓPICOS ESPECIAIS EM SISTEMAS DE INFORMAÇÃO visam proporcionar oportunidades de aprofundamento em temas específicos da área de Sistemas de Informação não abordados pelas disciplinas da estrutura curricular do curso, fornecendo subsídios para a aquisição de conhecimentos avançados que auxiliem no desenvolvimento de trabalhos de conclusão de curso e/ou de projetos de pesquisa do corpo docente e discente.;Conteúdos flexíveis definidos pelo professor, considerando a especificidade e o contexto temporal em que a disciplina será oferecida.;;;2023;1;Presencial;;naodefinido;naodefinido;naodefinido;naodefinido
178738810;178736047;80359;7;OBRIGATÓRIO;GRADUAÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133798181;133797961;55023;3;OBRIGATÓRIO;GRADUAÇÃO;55023;MÓDULO;IMD0029;G;ESTRUTURA DE DADOS BÁSICAS I;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;false;3;;( DIM0110 ) OU ( IMD0022 ) OU ( DIM0119 ) ;IMD0012 OU DIM0118 OU IMD1012 OU DIM0133 OU DIM0151 ;;"1. Algoritmos de busca.
2. Algoritmos de ordenação.
3. Complexidade de algoritmos (abordagem experimental).
4. Verificação de corretude e término.
5. Listas sequenciais e encadeadas, casos especiais: filas, pilhas e deque
6. Tabelas de dispersão.
";;Desenvolver o raciocínio lógico e a capacidade de abstração do aluno permitindo-lhe identificar, analisar, implementar e adaptar, com sucesso, algoritmos e estruturas de dados básicas para a resolução de problemas computacionais.;"- Tipos abstratos de dados e estruturas de dados.
- Análise empírica de algoritmos e noções de complexidade algorítmica.
- Algoritmos de busca e ordenação.
- Estruturas sequenciais: listas encadeadas, pilhas, filas e deques.
- Estruturas associativas: tabelas de dispersão.";;;2024;2;Presencial;TECNOLOGIA DA INFORMAÇÃO;obrigatoria;equivalente;obrigatoria;naodefinido
140868914;133797961;26904;0;OPTATIVO;GRADUAÇÃO;26904;DISCIPLINA;DIM0024;G;SEMINARIO DE COMPUTACAO;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;30;0;0;30;30;0;20;false;3;;;;;;;A definir;A definir;;;2024;2;Presencial;;naodefinido;naodefinido;optativa;naodefinido
133804441;133804382;57807;0;OPTATIVO;GRADUAÇÃO;57807;MÓDULO;IMD0101;G;TÓPICOS ESPECIAIS EM TECNOLOGIA DA INFORMAÇÃO II;INSTITUTO METROPOLE DIGITAL;60;0;0;60;0;0;20;false;3;;;;;Variável, de acordo com o tópico escolhido.;;variável, conforme tópico escolhido;variável, conforme tópico escolhido;;;2024;1;Presencial;TECNOLOGIA DA INFORMAÇÃO;naodefinido;naodefinido;optativa;naodefinido
165191110;165191073;21764;0;OPTATIVO;GRADUAÇÃO;21764;DISCIPLINA;DIM0410;G;TREINAMENTO PARA COMPETICOES DE PROGRAMACAO;DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA;60;0;0;60;0;0;20;false;3;;;ECT1203 OU DCA0800 OU DIM0321 OU DIM0108 OU TAD0002 OU IMD1012 OU DIM0133 OU DIM0151 ;;Programação em C++ e a STL. Listras, pilhas e filas. Fiilas de prioridades, dicionários e conjuntos. Cadeias. Ordenação e busca. Aritmética e álgebra. Teoria dos números. backtracking.;;"Objetivos: 
A disciplina visa apresentar aos alunos de cursos de formação na área 
de computação o mundo das competições de programação. Essas 
competições de programação são promovidades por entidades acadêmicas e 
comerciais e visam estimular a aprendizagem de técnicas de codificação 
e de resolução de problemas através de um ambiente de competição 
sadia. A disciplina coloca os alunos em condições de competições reais 
para evidenciar as qualidades requeridas: capacidade de concentração, 
de trabalho em equipe, conhecimentos básicos 
e avançados de técnicas de programação, domínio de uma linguagem de 
programação, preocupação com a complexidade das soluções 
desenvolvidas. A disciplina visa também desenvolver essas qua";"Conteúdo: 
Elementos de C++ : strings, iteradores, vetores, algoritmos, objetos 
função, entradas e saídas, tokenização, formatação, pair, map, set. 
Representação e composição de números inteiros com tamanho arbitrário. 
Elementos de combinatória. 
Testes de primalidade, fatoração. 
Algoritmos em grades. 
Elementos de geometria computacional 
Técnicas algorítmicas: Programação dinâmica; branch & bound; 
backtracking; memoização. 

";;;2024;1;Presencial;;optativa;optativa;optativa;optativa
137397634;133804382;69695;0;OPTATIVO;GRADUAÇÃO;69695;MÓDULO;IMD0713;G;REDES MULTIMIDIA;INSTITUTO METROPOLE DIGITAL;30;30;0;60;0;0;20;true;3;;;IMD0043 ;;Conteúdo multimídia e aplicações (VoIP, IP TV, VoD, etc.), comunicação em grupo (Multicast) e difusão (broadcast), protocolos de camada de aplicação para suporte de aplicações multimídia (RTP, RSTP, SDP, SCTP, SIP), Qualidade de Serviço (QoS), Qualidade de Experiência (QoE), alocação de recursos multimídia.;;a definir.;a definir.;;;2019;1;Presencial;;naodefinido;naodefinido;optativa;naodefinido
133804590;133804382;69692;4;OBRIGATÓRIO;GRADUAÇÃO;69692;MÓDULO;IMD0120;G;CIRCUITOS LÓGICOS;INSTITUTO METROPOLE DIGITAL;30;30;0;60;0;0;20;true;3;;( DIM0109 ) OU ( DIM0128 ) OU ( DIM0402 E DIM0403 ) OU DCA0202 OU ELE0424 OU IMD0011 ;( ( IMD0121 ) OU ( DIM0127 ) OU ( DIM0431 ) ) ;;Introdução aos sistemas digitais eletrônicos, Algebra Booleana, Circuitos lógicos combinacionais, Circuitos lógicos seqüenciais, Aritmética digital, Arquitetura de operadores aritméticos, operadores seriais e paralelos, Análise de Máquinas Seqüenciais Síncronas: modelos de Mealy e Moore.;;;;;;;;Presencial;;naodefinido;equivalente;naodefinido;naodefinido
133799102;133797961;69605;0;OPTATIVO;GRADUAÇÃO;69605;ATIVIDADE;IMD0813;G;PROJETO INTEGRADO DE PRODUÇÃO DE JOGOS;INSTITUTO METROPOLE DIGITAL;0;30;0;60;30;0;20;true;3;;;( ( IMD0801 ) E ( IMD0811 ) ) ;;Elaboração do design conceitual de um jogo. Desenvolvimento da fase de pré-produção (game design e projeto técnico). Desenvolvimento da fase de produção (criação dos assets e implementação do projeto elaborado). Desenvolvimento da fase de pós-produção (análise do jogo desenvolvido e controle de qualidade: testes de funcionalidade, testes de desempenho, testes de usabilidade e testes de Jogabilidade). Processos de gerenciamento de projetos. Preparação para distribuição do jogo desenvolvido.;;a definir;a definir;;;2024;1;Presencial;;optativaNova;naodefinido;optativa;naodefinido
171836107;171836029;77494;1;OBRIGATÓRIO;GRADUAÇÃO;77494;MÓDULO;ECT3105;G;PRÁTICAS DE LEITURA E ESCRITA I;ESCOLA DE CIÊNCIAS E TECNOLOGIA;0;0;0;30;0;0;20;true;2;;ECT1105 OU ECT2105 ;;;Práticas de leitura, escrita, oralidade e suas implicações para a área de Ciências e Tecnologia. Gêneros discursivos e sequências textuais. Mecanismos de textualização. Processos de compreensão, escrita e reescrita.;;"- Capacidade de identificar, avaliar e resolver problemas, enfrentar desafios e responder a novas demandas da sociedade contemporânea;
- Capacidade de comunicação e argumentação em suas múltiplas formas;
- Atitude investigativa, de prospecção, de permanente busca e produção do conhecimento;
- Capacidade de trabalhar em grupo e em equipes multidisciplinares, gerenciando projetos, coordenando equipes e pessoas em qualquer área em que venha a se inserir profissionalmente;
- Capacidade de aprendizado autônomo e a distância;
- Conceber, projetar e analisar sistemas, produtos, componentes ou processos;
- Comunicar-se eficazmente nas formas escrita, oral e gráfica;
- Trabalhar e liderar equipes multidisciplinares;
- Aprender de forma autônoma e lidar com situações e contextos complexos, atualizando-se em relação aos avanços da ciência, da tecnologia e aos desafios da inovação.";Práticas de leitura, escrita, oralidade e suas implicações para a área de Ciências e Tecnologia. Gêneros discursivos e sequências textuais. Mecanismos de textualização. Processos de compreensão, escrita e reescrita.;;;2024;2;Presencial;;naodefinido;naodefinido;naodefinido;naodefinido
